Company,Date,quarterly_comparison
JSWSTEEL_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 6.8%. EPS increased by 40.1%. Interest increased by 6.5%. Profit Before Tax increased by 26.6%.
JSWSTEEL_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 8.1%. EPS decreased by 50.1%. Interest increased by 2.5%. Profit Before Tax decreased by 50.3%.
KOTAKBANK_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
KOTAKBANK_quarterly_results,2021-12-01 00:00:00,EPS increased by 29.7%. Interest increased by 1.0%. Profit Before Tax increased by 29.6%.
KOTAKBANK_quarterly_results,2022-06-01 00:00:00,EPS decreased by 2.9%. Interest increased by 3.0%. Profit Before Tax decreased by 2.6%.
KOTAKBANK_quarterly_results,2022-12-01 00:00:00,EPS increased by 34.8%. Interest increased by 26.7%. Profit Before Tax increased by 34.1%.
KOTAKBANK_quarterly_results,2023-06-01 00:00:00,EPS increased by 23.5%. Interest increased by 27.5%. Profit Before Tax increased by 23.9%.
KOTAKBANK_quarterly_results,2023-12-01 00:00:00,EPS decreased by 13.0%. Interest increased by 23.0%. Profit Before Tax decreased by 13.0%.
KOTAKBANK_quarterly_results,2024-06-01 00:00:00,EPS increased by 2.1 times. Interest increased by 12.5%. Profit Before Tax increased by 2.1 times.
LT_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
LT_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 10.4%. EPS increased by 2.4 times. Interest decreased by 11.1%. Profit Before Tax increased by 2.4 times.
LT_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 19.2%. EPS decreased by 50.1%. Interest increased by 21.4%. Profit Before Tax decreased by 45.4%.
LT_quarterly_results,2022-12-01 00:00:00,Depreciation decreased by 2.0%. EPS increased by 2.0 times. Interest increased by 0.8%. Profit Before Tax increased by 82.1%.
LT_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 13.1%. EPS decreased by 1.8%. Interest increased by 7.7%. Profit Before Tax decreased by 4.5%.
LT_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 15.6%. EPS increased by 21.9%. Interest increased by 15.2%. Profit Before Tax increased by 18.7%.
LT_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 9.8%. EPS increased by 38.6%. Interest decreased by 10.0%. Profit Before Tax increased by 29.4%.
M&M_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
M&M_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 15.4%. EPS increased by 55.9%. Interest decreased by 23.9%. Profit Before Tax increased by 43.6%.
M&M_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 7.8%. EPS increased by 5.1%. Interest increased by 29.6%. Profit Before Tax increased by 8.3%.
M&M_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 19.3%. EPS increased by 8.9%. Interest decreased by 1.4%. Profit Before Tax increased by 11.6%.
M&M_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 1.3%. EPS increased by 80.6%. Interest decreased by 52.2%. Profit Before Tax increased by 70.6%.
M&M_quarterly_results,2023-12-01 00:00:00,Depreciation decreased by 2.6%. EPS decreased by 11.1%. Interest increased by 6.1%. Profit Before Tax decreased by 6.6%.
M&M_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 11.9%. EPS increased by 6.5%. Interest increased by 51.4%. Profit Before Tax increased by 9.1%.
MARUTI_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
MARUTI_quarterly_results,2021-12-01 00:00:00,Depreciation decreased by 13.9%. EPS increased by 2.3 times. Interest increased by 13.6%. Profit Before Tax increased by 2.2 times.
MARUTI_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 1.7%. EPS increased by 0.1%. Interest increased by 8.0%. Profit Before Tax increased by 8.2%.
MARUTI_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 9.1%. EPS increased by 2.3 times. Interest increased by 11.1%. Profit Before Tax increased by 2.2 times.
MARUTI_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 5.4%. EPS increased by 5.7%. Interest increased by 53.3%. Profit Before Tax increased by 8.0%.
MARUTI_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 0.5%. EPS increased by 21.0%. Interest decreased by 23.9%. Profit Before Tax increased by 27.1%.
MARUTI_quarterly_results,2024-06-01 00:00:00,Depreciation decreased by 2.8%. EPS increased by 16.6%. Interest increased by 62.9%. Profit Before Tax increased by 15.7%.
NESTLEIND_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
NESTLEIND_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 11.6%. EPS decreased by 29.5%. Interest decreased by 15.4%. Profit Before Tax decreased by 31.5%.
NESTLEIND_quarterly_results,2022-06-01 00:00:00,Depreciation decreased by 3.8%. EPS increased by 34.3%. Interest decreased by 15.9%. Profit Before Tax increased by 39.0%.
NESTLEIND_quarterly_results,2022-12-01 00:00:00,Depreciation decreased by 2.9%. EPS increased by 23.1%. Interest increased by 21.6%. Profit Before Tax increased by 23.6%.
NESTLEIND_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 8.1%. EPS increased by 11.2%. Interest decreased by 26.7%. Profit Before Tax increased by 9.3%.
NESTLEIND_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 1.9%. EPS decreased by 6.1%. Interest decreased by 30.3%. Profit Before Tax decreased by 5.6%.
NESTLEIND_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 3.7%. EPS increased by 13.8%. Interest increased by 39.1%. Profit Before Tax increased by 13.9%.
NTPC_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
NTPC_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 15.9%. EPS increased by 35.2%. Interest decreased by 0.3%. Profit Before Tax increased by 27.7%.
NTPC_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 1.5%. EPS decreased by 12.6%. Interest increased by 9.6%. Profit Before Tax decreased by 7.7%.
NTPC_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 5.3%. EPS increased by 20.6%. Interest increased by 32.3%. Profit Before Tax increased by 18.8%.
NTPC_quarterly_results,2023-06-01 00:00:00,Depreciation decreased by 1.6%. EPS decreased by 9.3%. Interest decreased by 12.5%. Profit Before Tax decreased by 5.6%.
NTPC_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 7.1%. EPS increased by 12.4%. Interest increased by 10.7%. Profit Before Tax increased by 4.3%.
NTPC_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 4.7%. EPS decreased by 1.3%. Interest decreased by 4.8%. Profit Before Tax increased by 3.5%.
ONGC_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
ONGC_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 4.1%. EPS increased by 2.0 times. Interest decreased by 6.1%. Profit Before Tax increased by 69.2%.
ONGC_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 4.0%. EPS increased by 73.5%. Interest increased by 9.3%. Profit Before Tax increased by 78.1%.
ONGC_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 7.6%. EPS decreased by 27.4%. Interest increased by 8.5%. Profit Before Tax decreased by 27.9%.
ONGC_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 2.9%. EPS decreased by 4.7%. Interest increased by 46.1%. Profit Before Tax decreased by 4.3%.
ONGC_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 2.1%. EPS decreased by 6.1%. Interest increased by 1.5%. Profit Before Tax decreased by 10.2%.
ONGC_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 15.6%. EPS decreased by 9.7%. Interest increased by 15.5%. Profit Before Tax decreased by 5.2%.
POWERGRID_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
POWERGRID_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 5.5%. EPS decreased by 45.0%. Interest decreased by 19.4%. Profit Before Tax decreased by 43.4%.
POWERGRID_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 0.3%. EPS increased by 12.5%. Interest increased by 7.0%. Profit Before Tax increased by 1.3%.
POWERGRID_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 3.2%. EPS decreased by 1.7%. Interest increased by 53.2%. Profit Before Tax decreased by 6.3%.
POWERGRID_quarterly_results,2023-06-01 00:00:00,Depreciation decreased by 4.9%. EPS decreased by 4.3%. Interest decreased by 30.2%. Profit Before Tax increased by 2.5%.
POWERGRID_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 0.6%. EPS increased by 12.1%. Interest increased by 18.6%. Profit Before Tax increased by 12.9%.
POWERGRID_quarterly_results,2024-06-01 00:00:00,Depreciation decreased by 2.7%. EPS decreased by 14.1%. Interest decreased by 14.1%. Profit Before Tax decreased by 8.6%.
RELIANCE_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
RELIANCE_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 3.5%. EPS increased by 10.8%. Interest decreased by 2.1%. Profit Before Tax increased by 22.1%.
RELIANCE_quarterly_results,2022-06-01 00:00:00,Depreciation decreased by 13.4%. EPS increased by 48.4%. Interest increased by 13.7%. Profit Before Tax increased by 56.7%.
RELIANCE_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 12.5%. EPS decreased by 44.5%. Interest increased by 28.0%. Profit Before Tax decreased by 39.9%.
RELIANCE_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 53.5%. EPS increased by 14.9%. Interest increased by 7.4%. Profit Before Tax increased by 8.8%.
RELIANCE_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 17.6%. EPS increased by 3.1%. Interest decreased by 17.1%. Profit Before Tax increased by 1.9%.
RELIANCE_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 3.1%. EPS decreased by 23.3%. Interest decreased by 0.6%. Profit Before Tax decreased by 21.8%.
SBILIFE_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
SBILIFE_quarterly_results,2021-12-01 00:00:00,EPS increased by 63.2%. Profit Before Tax increased by 51.9%.
SBILIFE_quarterly_results,2022-06-01 00:00:00,EPS decreased by 27.7%. Profit Before Tax decreased by 26.6%.
SBILIFE_quarterly_results,2022-12-01 00:00:00,EPS increased by 15.6%. Profit Before Tax increased by 15.0%.
SBILIFE_quarterly_results,2023-06-01 00:00:00,EPS increased by 25.3%. Profit Before Tax increased by 25.1%.
SBILIFE_quarterly_results,2023-12-01 00:00:00,EPS decreased by 15.7%. Profit Before Tax decreased by 14.5%.
SBILIFE_quarterly_results,2024-06-01 00:00:00,EPS increased by 61.7%. Profit Before Tax increased by 61.4%.
SBIN_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
SBIN_quarterly_results,2021-12-01 00:00:00,EPS increased by 29.6%. Interest increased by 2.8%. Profit Before Tax increased by 29.4%.
SBIN_quarterly_results,2022-06-01 00:00:00,EPS decreased by 28.0%. Interest increased by 6.4%. Profit Before Tax decreased by 27.6%.
SBIN_quarterly_results,2022-12-01 00:00:00,EPS increased by 2.3 times. Interest increased by 17.0%. Profit Before Tax increased by 2.3 times.
SBIN_quarterly_results,2023-06-01 00:00:00,EPS increased by 18.8%. Interest increased by 17.6%. Profit Before Tax increased by 17.1%.
SBIN_quarterly_results,2023-12-01 00:00:00,EPS decreased by 45.7%. Interest increased by 17.3%. Profit Before Tax decreased by 45.0%.
SBIN_quarterly_results,2024-06-01 00:00:00,EPS increased by 85.9%. Interest increased by 5.2%. Profit Before Tax increased by 83.3%.
SHRIRAMFIN_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
SHRIRAMFIN_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 6.1%. EPS increased by 4.0 times. Interest decreased by 4.0%. Profit Before Tax increased by 3.9 times.
SHRIRAMFIN_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 54.3%. EPS increased by 96.7%. Interest increased by 23.2%. Profit Before Tax increased by 95.9%.
SHRIRAMFIN_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 7.4%. EPS decreased by 4.1%. Interest increased by 5.6%. Profit Before Tax increased by 31.9%.
SHRIRAMFIN_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 2.3 times. EPS decreased by 5.8%. Interest increased by 11.9%. Profit Before Tax decreased by 5.7%.
SHRIRAMFIN_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 11.4%. EPS increased by 8.3%. Interest increased by 6.3%. Profit Before Tax increased by 8.5%.
SHRIRAMFIN_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 4.1%. EPS increased by 8.8%. Interest increased by 11.4%. Profit Before Tax increased by 9.3%.
SUNPHARMA_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
SUNPHARMA_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 15.6%. EPS decreased by 3.7 times. Interest decreased by 20.6%. Profit Before Tax decreased by 4.2 times.
SUNPHARMA_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 5.4%. EPS increased by 96.3%. Interest increased by 2.4%. Profit Before Tax increased by 99.0%.
SUNPHARMA_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 15.0%. EPS decreased by 51.9%. Interest increased by 50.6%. Profit Before Tax decreased by 51.2%.
SUNPHARMA_quarterly_results,2023-06-01 00:00:00,Depreciation decreased by 3.5%. EPS decreased by 21.7%. Interest increased by 20.6%. Profit Before Tax decreased by 22.9%.
SUNPHARMA_quarterly_results,2023-12-01 00:00:00,Depreciation decreased by 3.6%. EPS increased by 89.3%. Interest increased by 36.1%. Profit Before Tax increased by 92.6%.
SUNPHARMA_quarterly_results,2024-06-01 00:00:00,Depreciation decreased by 7.5%. EPS decreased by 67.1%. Interest increased by 0.5%. Profit Before Tax decreased by 65.6%.
TATACONSUM_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
TATACONSUM_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 2.9%. EPS decreased by 38.2%. Interest decreased by 12.5%. Profit Before Tax decreased by 33.3%.
TATACONSUM_quarterly_results,2022-06-01 00:00:00,Depreciation decreased by 2.8%. EPS increased by 24.0%. Interest remained virtually unchanged. Profit Before Tax increased by 21.8%.
TATACONSUM_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 5.7%. EPS increased by 1.2%. Interest remained virtually unchanged. Profit Before Tax increased by 4.2%.
TATACONSUM_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 13.5%. EPS increased by 10.6%. Interest increased by 57.1%. Profit Before Tax increased by 11.2%.
TATACONSUM_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 7.1%. EPS increased by 12.9%. Interest increased by 18.2%. Profit Before Tax increased by 9.6%.
TATACONSUM_quarterly_results,2024-06-01 00:00:00,Depreciation remained virtually unchanged. EPS decreased by 38.1%. Interest increased by 5.8 times. Profit Before Tax decreased by 27.7%.
TATAMOTORS_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
TATAMOTORS_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 8.1%. EPS decreased by 113.3%. Interest decreased by 4.8%. Profit Before Tax decreased by 117.4%.
TATAMOTORS_quarterly_results,2022-06-01 00:00:00,Depreciation decreased by 6.4%. EPS decreased by 203.8%. Interest decreased by 1.3%. Profit Before Tax decreased by 160.9%.
TATAMOTORS_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 1.7%. EPS decreased by 2.8 times. Interest decreased by 4.9%. Profit Before Tax decreased by 4.0 times.
TATAMOTORS_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 15.3%. EPS decreased by 112.5%. Interest decreased by 18.1%. Profit Before Tax decreased by 96.1%.
TATAMOTORS_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 3.4%. EPS decreased by 72.4 times. Interest remained virtually unchanged. Profit Before Tax increased by 221.2 times.
TATAMOTORS_quarterly_results,2024-06-01 00:00:00,Depreciation decreased by 7.0%. EPS decreased by 52.1%. Interest decreased by 16.5%. Profit Before Tax decreased by 37.6%.
TATASTEEL_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
TATASTEEL_quarterly_results,2021-12-01 00:00:00,Depreciation decreased by 0.9%. EPS decreased by 13.8%. Interest decreased by 16.7%. Profit Before Tax decreased by 11.4%.
TATASTEEL_quarterly_results,2022-06-01 00:00:00,Depreciation decreased by 1.2%. EPS decreased by 20.3%. Interest increased by 12.1%. Profit Before Tax decreased by 20.3%.
TATASTEEL_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 11.8%. EPS decreased by 61.5%. Interest increased by 54.7%. Profit Before Tax decreased by 60.5%.
TATASTEEL_quarterly_results,2023-06-01 00:00:00,Depreciation decreased by 1.3%. EPS increased by 2.2 times. Interest decreased by 8.7%. Profit Before Tax increased by 75.6%.
TATASTEEL_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 1.6%. EPS decreased by 11.5%. Interest increased by 3.7%. Profit Before Tax increased by 6.1%.
TATASTEEL_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 0.9%. EPS decreased by 29.4%. Interest decreased by 12.6%. Profit Before Tax decreased by 25.9%.
TCS_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
TCS_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 14.3%. EPS increased by 20.2%. Interest increased by 5.0%. Profit Before Tax increased by 16.9%.
TCS_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 3.8%. EPS decreased by 12.8%. Interest increased by 46.0%. Profit Before Tax decreased by 11.5%.
TCS_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 3.8%. EPS increased by 24.1%. Interest decreased by 26.1%. Profit Before Tax increased by 22.3%.
TCS_quarterly_results,2023-06-01 00:00:00,Depreciation decreased by 2.7%. EPS decreased by 1.6%. Interest increased by 1.5%. Profit Before Tax remained virtually unchanged.
TCS_quarterly_results,2023-12-01 00:00:00,Depreciation decreased by 0.5%. EPS increased by 3.7%. Interest increased by 47.8%. Profit Before Tax increased by 0.8%.
TCS_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 0.5%. EPS increased by 12.7%. Interest decreased by 28.9%. Profit Before Tax increased by 13.0%.
TECHM_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
TECHM_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 12.3%. EPS increased by 39.2%. Interest decreased by 16.7%. Profit Before Tax increased by 37.6%.
TECHM_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 19.1%. EPS decreased by 31.8%. Interest increased by 86.7%. Profit Before Tax decreased by 32.9%.
TECHM_quarterly_results,2022-12-01 00:00:00,Depreciation decreased by 5.3%. EPS increased by 27.9%. Interest increased by 2.1 times. Profit Before Tax increased by 23.4%.
TECHM_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 5.1%. EPS decreased by 53.6%. Interest decreased by 6.9%. Profit Before Tax decreased by 51.7%.
TECHM_quarterly_results,2023-12-01 00:00:00,Depreciation decreased by 2.4%. EPS decreased by 13.2%. Interest increased by 38.9%. Profit Before Tax decreased by 25.7%.
TECHM_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 1.0%. EPS increased by 28.3%. Interest decreased by 32.0%. Profit Before Tax increased by 51.7%.
TITAN_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
TITAN_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 2.4%. EPS increased by 16.1 times. Interest increased by 18.2%. Profit Before Tax increased by 16.1 times.
TITAN_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 2.4%. EPS decreased by 19.7%. Interest increased by 5.8%. Profit Before Tax decreased by 19.1%.
TITAN_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 6.9%. EPS increased by 19.9%. Interest increased by 10.9%. Profit Before Tax increased by 18.9%.
TITAN_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 6.5%. EPS decreased by 18.3%. Interest increased by 29.5%. Profit Before Tax decreased by 19.2%.
TITAN_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 19.2%. EPS increased by 33.8%. Interest increased by 68.4%. Profit Before Tax increased by 31.3%.
TITAN_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 6.8%. EPS decreased by 26.0%. Interest increased by 36.8%. Profit Before Tax decreased by 24.1%.
TRENT_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
TRENT_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 17.7%. EPS decreased by 258.5%. Interest increased by 5.8%. Profit Before Tax decreased by 259.1%.
TRENT_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 64.4%. EPS decreased by 22.7%. Interest increased by 26.0%. Profit Before Tax decreased by 24.0%.
TRENT_quarterly_results,2022-12-01 00:00:00,Depreciation decreased by 7.5%. EPS increased by 56.7%. Interest decreased by 4.3%. Profit Before Tax increased by 57.9%.
TRENT_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 19.8%. EPS decreased by 7.9%. Interest increased by 1.1%. Profit Before Tax decreased by 8.1%.
TRENT_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 18.8%. EPS increased by 2.3 times. Interest increased by 7.9%. Profit Before Tax increased by 2.3 times.
TRENT_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 11.4%. EPS decreased by 0.5%. Interest decreased by 67.7%. Profit Before Tax increased by 0.7%.
ULTRACEMCO_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
ULTRACEMCO_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 1.8%. EPS decreased by 3.0%. Interest decreased by 40.2%. Profit Before Tax decreased by 38.1%.
ULTRACEMCO_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 3.1%. EPS decreased by 4.8%. Interest increased by 21.2%. Profit Before Tax increased by 45.8%.
ULTRACEMCO_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 4.1%. EPS decreased by 36.0%. Interest decreased by 3.0%. Profit Before Tax decreased by 35.8%.
ULTRACEMCO_quarterly_results,2023-06-01 00:00:00,Depreciation increased by 10.1%. EPS increased by 72.4%. Interest decreased by 1.0%. Profit Before Tax increased by 57.8%.
ULTRACEMCO_quarterly_results,2023-12-01 00:00:00,Depreciation increased by 4.7%. EPS increased by 0.2%. Interest increased by 23.4%. Profit Before Tax remained virtually unchanged.
ULTRACEMCO_quarterly_results,2024-06-01 00:00:00,Depreciation increased by 8.0%. EPS decreased by 0.6%. Interest decreased by 7.2%. Profit Before Tax decreased by 6.1%.
WIPRO_quarterly_results,2021-06-01 00:00:00,No previous quarter data available
WIPRO_quarterly_results,2021-12-01 00:00:00,Depreciation increased by 6.5%. EPS increased by 36.8%. Interest increased by 2.3 times. Profit Before Tax increased by 7.8%.
WIPRO_quarterly_results,2022-06-01 00:00:00,Depreciation increased by 4.5%. EPS decreased by 10.2%. Interest increased by 46.0%. Profit Before Tax decreased by 6.0%.
WIPRO_quarterly_results,2022-12-01 00:00:00,Depreciation increased by 3.3%. EPS increased by 8.9%. Interest increased by 19.2%. Profit Before Tax increased by 9.6%.
WIPRO_quarterly_results,2023-06-01 00:00:00,Depreciation decreased by 7.6%. EPS increased by 7.0%. Interest increased by 17.8%. Profit Before Tax increased by 6.0%.
WIPRO_quarterly_results,2023-12-01 00:00:00,Depreciation decreased by 1.9%. EPS decreased by 17.8%. Interest decreased by 1.0%. Profit Before Tax decreased by 18.0%.
WIPRO_quarterly_results,2024-06-01 00:00:00,Depreciation decreased by 1.1%. EPS increased by 17.3%. Interest increased by 3.9%. Profit Before Tax increased by 17.0%.
